symbol	ROS_gene_id
AVPR2	gene-AVPR2
AXDND1	gene-AXDND1
AXIN1	gene-AXIN1
AXIN2	gene-AXIN2
AXL	gene-AXL
AZI2	gene-AZI2
AZIN1	gene-AZIN1
AZIN2	gene-AZIN2
B2M	gene-B2M
B3GALNT2	gene-B3GALNT2
B3GALT2	gene-B3GALT2
B3GALT6	gene-B3GALT6
B3GAT2	gene-B3GAT2
B3GAT3	gene-B3GAT3
B3GLCT	gene-B3GLCT
B3GNT2	gene-B3GNT2
B3GNT3	gene-B3GNT3
B3GNT4	gene-B3GNT4
B3GNT5	gene-B3GNT5
B3GNT9	gene-B3GNT9
B3GNTL1	gene-B3GNTL1
B4GALNT3	gene-B4GALNT3
B4GALNT4	gene-B4GALNT4
B4GALT1	gene-B4GALT1
B4GALT2	gene-B4GALT2
B4GALT3	gene-B4GALT3
B4GALT4	gene-B4GALT4
B4GALT5	gene-B4GALT5
B4GALT6	gene-B4GALT6
B4GALT7	gene-B4GALT7
B4GAT1	gene-B4GAT1
B9D1	gene-B9D1
BABAM1	gene-BABAM1
BABAM2	gene-BABAM2
BACE1	gene-BACE1
BACE2	gene-BACE2
BACH1	gene-BACH1
BACH2	gene-BACH2
BAD	gene-BAD
BAG1	gene-BAG1
BAG2	gene-BAG2
BAG3	gene-BAG3
BAG4	gene-BAG4
BAG5	gene-BAG5
BAG6	gene-BAG6
BAHCC1	gene-BAHCC1
BAHD1	gene-BAHD1
BAIAP2	gene-BAIAP2
BAIAP2L1	gene-BAIAP2L1
BAIAP3	gene-BAIAP3
BAK1	gene-BAK1
BAMBI	gene-BAMBI
BANK1	gene-BANK1
BANP	gene-BANP
BAP1	gene-BAP1
BARD1	gene-BARD1
BARHL1	gene-BARHL1
BARX1	gene-BARX1
BASP1	gene-BASP1
BATF2	gene-BATF2
BATF3	gene-BATF3
BAX	gene-BAX
BAZ1A	gene-BAZ1A
BAZ1B	gene-BAZ1B
BAZ2A	gene-BAZ2A
BAZ2B	gene-BAZ2B
BBC3	gene-BBC3
BBIP1	gene-BBIP1
BBLN	gene-BBLN
BBOF1	gene-BBOF1
BBS10	gene-BBS10
BBS12	gene-BBS12
BBS5	gene-BBS5
BBS7	gene-BBS7
BBS9	gene-BBS9
BBX	gene-BBX
BCAM	gene-BCAM
BCAP29	gene-BCAP29
BCAP31	gene-BCAP31
BCAR1	gene-BCAR1
BCAR3	gene-BCAR3
BCAS1	gene-BCAS1
BCAS2	gene-BCAS2
BCAS3	gene-BCAS3
BCAT1	gene-BCAT1
BCAT2	gene-BCAT2
BCCIP	gene-BCCIP
BCDIN3D	gene-BCDIN3D
BCHE	gene-BCHE
BCKDHB	gene-BCKDHB
BCKDK	gene-BCKDK
BCL10	gene-BCL10
BCL11A	gene-BCL11A
BCL11B	gene-BCL11B
BCL2	gene-BCL2
BCL2A1	gene-BCL2A1
BCL2L1	gene-BCL2L1
BCL2L11	gene-BCL2L11
BCL2L13	gene-BCL2L13
BCL2L14	gene-BCL2L14
BCL2L15	gene-BCL2L15
BCL3	gene-BCL3
BCL6	gene-BCL6
BCL6B	gene-BCL6B
BCL7A	gene-BCL7A
BCL7B	gene-BCL7B
BCL7C	gene-BCL7C
BCL9	gene-BCL9
BCL9L	gene-BCL9L
BCLAF1	gene-BCLAF1
BCLAF3	gene-BCLAF3
BCO1	gene-BCO1
BCOR	gene-BCOR
BCORL1	gene-BCORL1
BCR	gene-BCR
BCS1L	gene-BCS1L
BDH1	gene-BDH1
BDH2	gene-BDH2
BDKRB2	gene-BDKRB2
BDP1	gene-BDP1
BEAN1	gene-BEAN1
BECN1	gene-BECN1
BEGAIN	gene-BEGAIN
BEND3	gene-BEND3
BEND4	gene-BEND4
BEND6	gene-BEND6
BEND7	gene-BEND7
BET1	gene-BET1
BET1L	gene-BET1L
BEX3	gene-BEX3
BEX5	gene-BEX5
BFAR	gene-BFAR
BFSP1	gene-BFSP1
BGN	gene-BGN
BHLHA15	gene-BHLHA15
BHLHB9	gene-BHLHB9
BHLHE40	gene-BHLHE40
BICC1	gene-BICC1
BICD1	gene-BICD1
BICD2	gene-BICD2
BICDL1	gene-BICDL1
BICDL2	gene-BICDL2
BICRAL	gene-BICRAL
BID	gene-BID
BIN1	gene-BIN1
BIN2	gene-BIN2
BIN3	gene-BIN3
BIRC2	gene-BIRC2
BIRC3	gene-BIRC3
BIRC6	gene-BIRC6
BLCAP	gene-BLCAP
BLK	gene-BLK
BLM	gene-BLM
BLMH	gene-BLMH
BLNK	gene-BLNK
BLOC1S2	gene-BLOC1S2
BLOC1S3	gene-BLOC1S3
BLOC1S4	gene-BLOC1S4
BLOC1S5	gene-BLOC1S5
BLOC1S6	gene-BLOC1S6
BLVRA	gene-BLVRA
BLVRB	gene-BLVRB
BLZF1	gene-BLZF1
BMERB1	gene-BMERB1
BMF	gene-BMF
BMP1	gene-BMP1
BMP2	gene-BMP2
BMP2K	gene-BMP2K
BMP4	gene-BMP4
BMP6	gene-BMP6
BMP7	gene-BMP7
BMPER	gene-BMPER
BMPR1A	gene-BMPR1A
BMPR2	gene-BMPR2
BMS1	gene-BMS1
BMT2	gene-BMT2
BNIP1	gene-BNIP1
BNIP2	gene-BNIP2
BNIP3	gene-BNIP3
BNIPL	gene-BNIPL
BOC	gene-BOC
BOD1L1	gene-BOD1L1
BOLA1	gene-BOLA1
BOLA3	gene-BOLA3
BORA	gene-BORA
BORCS5	gene-BORCS5
BORCS6	gene-BORCS6
BORCS8	gene-BORCS8
BPGM	gene-BPGM
BPHL	gene-BPHL
BPI	gene-BPI
BPIFB4	gene-BPIFB4
BPIFC	gene-BPIFC
BPNT1	gene-BPNT1
BPNT2	gene-BPNT2
BPTF	gene-BPTF
BRAF	gene-BRAF
BRAP	gene-BRAP
BRAT1	gene-BRAT1
BRCA1	gene-BRCA1
BRCA2	gene-BRCA2
BRCC3	gene-BRCC3
BRD1	gene-BRD1
BRD2	gene-BRD2
BRD3	gene-BRD3
BRD4	gene-BRD4
BRD7	gene-BRD7
BRD8	gene-BRD8
BRD9	gene-BRD9
BRF1	gene-BRF1
BRF2	gene-BRF2
BRI3	gene-BRI3
BRICD5	gene-BRICD5
BRIP1	gene-BRIP1
BRIX1	gene-BRIX1
BRK1	gene-BRK1
BRME1	gene-BRME1
BRMS1	gene-BRMS1
BRMS1L	gene-BRMS1L
BROX	gene-BROX
BRPF1	gene-BRPF1
BRPF3	gene-BRPF3
BRSK1	gene-BRSK1
BRSK2	gene-BRSK2
BRWD1	gene-BRWD1
BRWD3	gene-BRWD3
BSCL2	gene-BSCL2
BSDC1	gene-BSDC1
BSG	gene-BSG
BSN	gene-BSN
BSND	gene-BSND
BSPRY	gene-BSPRY
BST1	gene-BST1
BST2	gene-BST2
BTAF1	gene-BTAF1
BTBD1	gene-BTBD1
BTBD10	gene-BTBD10
BTBD11	gene-BTBD11
BTBD16	gene-BTBD16
BTBD18	gene-BTBD18
BTBD19	gene-BTBD19
BTBD2	gene-BTBD2
BTBD3	gene-BTBD3
BTBD6	gene-BTBD6
BTBD7	gene-BTBD7
BTBD8	gene-BTBD8
BTBD9	gene-BTBD9
BTD	gene-BTD
BTF3	gene-BTF3
BTF3L4	gene-BTF3L4
BTG1	gene-BTG1
BTG2	gene-BTG2
BTG3	gene-BTG3
BTK	gene-BTK
BTLA	gene-BTLA
BTN1A1	gene-BTN1A1
BTNL2	gene-BTNL2
BTRC	gene-BTRC
BUB1	gene-BUB1
BUB1B	gene-BUB1B
BUB3	gene-BUB3
BUD13	gene-BUD13
BUD23	gene-BUD23
BYSL	gene-BYSL
BZW1	gene-BZW1
BZW2	gene-BZW2
C10H12orf45	gene-C10H12orf45
C10H12orf56	gene-C10H12orf56
C10H12orf66	gene-C10H12orf66
C10H22orf23	gene-C10H22orf23
C10H2orf42	gene-C10H2orf42
C10H2orf49	gene-C10H2orf49
C11H5orf15	gene-C11H5orf15
C11H5orf24	gene-C11H5orf24
C11H5orf63	gene-C11H5orf63
C11H9orf131	gene-C11H9orf131
C11H9orf152	gene-C11H9orf152
C11H9orf43	gene-C11H9orf43
C11H9orf72	gene-C11H9orf72
C12H6orf120	gene-C12H6orf120
C12H6orf136	gene-C12H6orf136
C12H6orf89	gene-C12H6orf89
C14H1orf35	gene-C14H1orf35
C15H12orf29	gene-C15H12orf29
C15H12orf73	gene-C15H12orf73
C15H16orf87	gene-C15H16orf87
C15H1orf109	gene-C15H1orf109
C15H1orf122	gene-C15H1orf122
C15H1orf185	gene-C15H1orf185
C15H1orf216	gene-C15H1orf216
C15H1orf50	gene-C15H1orf50
C15H4orf46	gene-C15H4orf46
C16H4orf47	gene-C16H4orf47
C16H8orf48	gene-C16H8orf48
C17H1orf162	gene-C17H1orf162
C17H1orf56	gene-C17H1orf56
C17H2orf68	gene-C17H2orf68
C18H11orf24	gene-C18H11orf24
C18H11orf49	gene-C18H11orf49
C18H11orf91	gene-C18H11orf91
C18H11orf95	gene-C18H11orf95
C18H7orf57	gene-C18H7orf57
C19H2orf76	gene-C19H2orf76
C19H4orf33	gene-C19H4orf33
C1D	gene-C1D
C1GALT1	gene-C1GALT1
C1GALT1C1	gene-C1GALT1C1
C1H18orf54	gene-C1H18orf54
C1H19orf12	gene-C1H19orf12
C1H19orf47	gene-C1H19orf47
C1H19orf54	gene-C1H19orf54
C1H9orf40	gene-C1H9orf40
C1H9orf64	gene-C1H9orf64
C1H9orf85	gene-C1H9orf85
C1QA	gene-C1QA
C1QB	gene-C1QB
C1QBP	gene-C1QBP
C1QC	gene-C1QC
C1QL1	gene-C1QL1
C1QL3	gene-C1QL3
C1QL4	gene-C1QL4
C1QTNF1	gene-C1QTNF1
C1QTNF12	gene-C1QTNF12
C1QTNF6	gene-C1QTNF6
C1R	gene-C1R
C1RL	gene-C1RL
C1S	gene-C1S
C2	gene-C2
C20H19orf44	gene-C20H19orf44
C20H19orf53	gene-C20H19orf53
C20H19orf71	gene-C20H19orf71
C20H3orf18	gene-C20H3orf18
C20H3orf62	gene-C20H3orf62
C21H11orf16	gene-C21H11orf16
C21H11orf42	gene-C21H11orf42
C21H11orf54	gene-C21H11orf54
C23H3orf33	gene-C23H3orf33
C24H20orf194	gene-C24H20orf194
C24H20orf96	gene-C24H20orf96
C26H12orf65	gene-C26H12orf65
C26H22orf39	gene-C26H22orf39
C27H12orf4	gene-C27H12orf4
C27H12orf57	gene-C27H12orf57
C28H10orf90	gene-C28H10orf90
C29H8orf37	gene-C29H8orf37
C2CD2	gene-C2CD2
C2CD2L	gene-C2CD2L
C2CD3	gene-C2CD3
C2CD5	gene-C2CD5
C2CD6	gene-C2CD6
C3	gene-C3
C30H15orf39	gene-C30H15orf39
C30H15orf48	gene-C30H15orf48
C30H15orf61	gene-C30H15orf61
C30H15orf62	gene-C30H15orf62
C31H21orf58	gene-C31H21orf58
C31H21orf91	gene-C31H21orf91
C32H4orf36	gene-C32H4orf36
C32H4orf54	gene-C32H4orf54
C33H3orf38	gene-C33H3orf38
C33H3orf52	gene-C33H3orf52
C34H3orf70	gene-C34H3orf70
C35H6orf52	gene-C35H6orf52
C35H6orf62	gene-C35H6orf62
C37H2orf69	gene-C37H2orf69
C3AR1	gene-C3AR1
C3H4orf19	gene-C3H4orf19
C4H1orf131	gene-C4H1orf131
C4H1orf198	gene-C4H1orf198
C4H5orf22	gene-C4H5orf22
C4H5orf51	gene-C4H5orf51
C5	gene-C5
C5AR1	gene-C5AR1
C5H11orf71	gene-C5H11orf71
C5H16orf46	gene-C5H16orf46
C5H16orf70	gene-C5H16orf70
C5H1orf159	gene-C5H1orf159
C5H1orf174	gene-C5H1orf174
C6H16orf54	gene-C6H16orf54
C6H16orf71	gene-C6H16orf71
C6H16orf72	gene-C6H16orf72
C6H16orf89	gene-C6H16orf89
C6H16orf91	gene-C6H16orf91
C6H1orf194	gene-C6H1orf194
C6H1orf52	gene-C6H1orf52
C6H7orf26	gene-C6H7orf26
C6H7orf50	gene-C6H7orf50
C7H18orf21	gene-C7H18orf21
C7H18orf25	gene-C7H18orf25
C7H18orf32	gene-C7H18orf32
C7H1orf112	gene-C7H1orf112
C7H1orf116	gene-C7H1orf116
C7H1orf21	gene-C7H1orf21
C7H1orf43	gene-C7H1orf43
C7H1orf53	gene-C7H1orf53
C7H1orf74	gene-C7H1orf74
C8G	gene-C8G
C8H14orf28	gene-C8H14orf28
C8H14orf93	gene-C8H14orf93
C9H17orf58	gene-C9H17orf58
C9H17orf64	gene-C9H17orf64
C9H17orf75	gene-C9H17orf75
C9H17orf80	gene-C9H17orf80
C9H17orf98	gene-C9H17orf98
C9H17orf99	gene-C9H17orf99
CA1	gene-CA1
CA11	gene-CA11
CA12	gene-CA12
CA13	gene-CA13
CA14	gene-CA14
CA2	gene-CA2
CA5B	gene-CA5B
CA9	gene-CA9
CAAP1	gene-CAAP1
CAB39	gene-CAB39
CAB39L	gene-CAB39L
CABIN1	gene-CABIN1
CABLES1	gene-CABLES1
CABLES2	gene-CABLES2
CABP5	gene-CABP5
CABP7	gene-CABP7
CABYR	gene-CABYR
CACFD1	gene-CACFD1
CACNA1A	gene-CACNA1A
CACNA1B	gene-CACNA1B
CACNA1D	gene-CACNA1D
CACNA1H	gene-CACNA1H
CACNA1I	gene-CACNA1I
CACNA2D2	gene-CACNA2D2
CACNB1	gene-CACNB1
CACNB2	gene-CACNB2
CACNB3	gene-CACNB3
CACNG4	gene-CACNG4
CACTIN	gene-CACTIN
CACUL1	gene-CACUL1
CACYBP	gene-CACYBP
CAD	gene-CAD
CADM1	gene-CADM1
CADM3	gene-CADM3
CADM4	gene-CADM4
CAGE1	gene-CAGE1
CALB1	gene-CALB1
CALCOCO1	gene-CALCOCO1
CALCOCO2	gene-CALCOCO2
CALCRL	gene-CALCRL
CALD1	gene-CALD1
CALHM1	gene-CALHM1
CALHM4	gene-CALHM4
CALHM6	gene-CALHM6
CALM1	gene-CALM1
CALM3	gene-CALM3
CALML4	gene-CALML4
CALR	gene-CALR
CALY	gene-CALY
CAMK1	gene-CAMK1
CAMK1D	gene-CAMK1D
CAMK2D	gene-CAMK2D
CAMK2G	gene-CAMK2G
CAMK4	gene-CAMK4
CAMKK1	gene-CAMKK1
CAMKK2	gene-CAMKK2
CAMKMT	gene-CAMKMT
CAMKV	gene-CAMKV
CAMLG	gene-CAMLG
CAMSAP1	gene-CAMSAP1
CAMSAP2	gene-CAMSAP2
CAMTA1	gene-CAMTA1
CAMTA2	gene-CAMTA2
CAND1	gene-CAND1
CANX	gene-CANX
CAPG	gene-CAPG
CAPN1	gene-CAPN1
CAPN10	gene-CAPN10
CAPN14	gene-CAPN14
CAPN15	gene-CAPN15
CAPN2	gene-CAPN2
CAPN3	gene-CAPN3
CAPN5	gene-CAPN5
CAPN6	gene-CAPN6
CAPN7	gene-CAPN7
CAPNS1	gene-CAPNS1
CAPRIN1	gene-CAPRIN1
CAPRIN2	gene-CAPRIN2
CAPS	gene-CAPS
CAPS2	gene-CAPS2
CAPZA2	gene-CAPZA2
CAPZB	gene-CAPZB
CAR1	gene-CAR1
CARD10	gene-CARD10
CARD11	gene-CARD11
CARD19	gene-CARD19
CARD6	gene-CARD6
CARD9	gene-CARD9
CARF	gene-CARF
CARHSP1	gene-CARHSP1
CARM1	gene-CARM1
CARMIL1	gene-CARMIL1
CARMIL2	gene-CARMIL2
CARMIL3	gene-CARMIL3
CARNMT1	gene-CARNMT1
CARNS1	gene-CARNS1
CARS1	gene-CARS1
CARS2	gene-CARS2
CASC3	gene-CASC3
CASD1	gene-CASD1
CASK	gene-CASK
CASKIN2	gene-CASKIN2
CASP12	gene-CASP12
CASP2	gene-CASP2
CASP3	gene-CASP3
CASP4	gene-CASP4
CASP6	gene-CASP6
CASP7	gene-CASP7
CASP8	gene-CASP8
CASP8AP2	gene-CASP8AP2
CASP9	gene-CASP9
CASQ2	gene-CASQ2
CASR	gene-CASR
CASS4	gene-CASS4
CAST	gene-CAST
CASTOR1	gene-CASTOR1
CASTOR2	gene-CASTOR2
CASZ1	gene-CASZ1
CAT	gene-CAT
CATSPER2	gene-CATSPER2
CATSPERD	gene-CATSPERD
CATSPERG	gene-CATSPERG
CAV1	gene-CAV1
CAV2	gene-CAV2
CAVIN1	gene-CAVIN1
CAVIN3	gene-CAVIN3
CAVIN4	gene-CAVIN4
CBARP	gene-CBARP
CBFA2T2	gene-CBFA2T2
CBFA2T3	gene-CBFA2T3
CBFB	gene-CBFB
CBL	gene-CBL
CBLB	gene-CBLB
CBLC	gene-CBLC
CBLL1	gene-CBLL1
CBLN3	gene-CBLN3
CBR3	gene-CBR3
CBR4	gene-CBR4
CBWD1	gene-CBWD1
CBX1	gene-CBX1
CBX2	gene-CBX2
CBX4	gene-CBX4
CBX5	gene-CBX5
CBX6	gene-CBX6
CBX7	gene-CBX7
CBX8	gene-CBX8
CBY1	gene-CBY1
CC2D1A	gene-CC2D1A
CC2D1B	gene-CC2D1B
CC2D2A	gene-CC2D2A
CCAR1	gene-CCAR1
CCAR2	gene-CCAR2
CCDC102A	gene-CCDC102A
CCDC103	gene-CCDC103
CCDC106	gene-CCDC106
CCDC107	gene-CCDC107
CCDC112	gene-CCDC112
CCDC113	gene-CCDC113
CCDC115	gene-CCDC115
CCDC116	gene-CCDC116
CCDC117	gene-CCDC117
CCDC12	gene-CCDC12
CCDC120	gene-CCDC120
CCDC124	gene-CCDC124
CCDC125	gene-CCDC125
CCDC126	gene-CCDC126
CCDC127	gene-CCDC127
CCDC130	gene-CCDC130
CCDC136	gene-CCDC136
CCDC137	gene-CCDC137
CCDC138	gene-CCDC138
CCDC14	gene-CCDC14
CCDC141	gene-CCDC141
CCDC142	gene-CCDC142
CCDC146	gene-CCDC146
CCDC149	gene-CCDC149
CCDC15	gene-CCDC15
CCDC150	gene-CCDC150
CCDC152	gene-CCDC152
CCDC153	gene-CCDC153
CCDC154	gene-CCDC154
CCDC157	gene-CCDC157
CCDC158	gene-CCDC158
CCDC159	gene-CCDC159
CCDC167	gene-CCDC167
CCDC17	gene-CCDC17
CCDC171	gene-CCDC171
CCDC172	gene-CCDC172
CCDC173	gene-CCDC173
CCDC174	gene-CCDC174
CCDC177	gene-CCDC177
CCDC18	gene-CCDC18
CCDC181	gene-CCDC181
CCDC184	gene-CCDC184
CCDC186	gene-CCDC186
CCDC187	gene-CCDC187
CCDC189	gene-CCDC189
CCDC191	gene-CCDC191
CCDC22	gene-CCDC22
CCDC28A	gene-CCDC28A
CCDC28B	gene-CCDC28B
CCDC3	gene-CCDC3
CCDC30	gene-CCDC30
CCDC32	gene-CCDC32
CCDC33	gene-CCDC33
CCDC34	gene-CCDC34
CCDC39	gene-CCDC39
CCDC43	gene-CCDC43
CCDC47	gene-CCDC47
CCDC50	gene-CCDC50
CCDC51	gene-CCDC51
CCDC56	gene-CCDC56
CCDC57	gene-CCDC57
CCDC59	gene-CCDC59
CCDC6	gene-CCDC6
CCDC61	gene-CCDC61
CCDC62	gene-CCDC62
CCDC66	gene-CCDC66
CCDC69	gene-CCDC69
CCDC71	gene-CCDC71
CCDC73	gene-CCDC73
CCDC77	gene-CCDC77
CCDC78	gene-CCDC78
CCDC8	gene-CCDC8
CCDC80	gene-CCDC80
CCDC81	gene-CCDC81
CCDC82	gene-CCDC82
CCDC83	gene-CCDC83
CCDC85B	gene-CCDC85B
CCDC85C	gene-CCDC85C
CCDC86	gene-CCDC86
CCDC88A	gene-CCDC88A
CCDC88B	gene-CCDC88B
CCDC88C	gene-CCDC88C
CCDC89	gene-CCDC89
CCDC9	gene-CCDC9
CCDC90B	gene-CCDC90B
CCDC91	gene-CCDC91
CCDC92	gene-CCDC92
CCDC93	gene-CCDC93
CCDC97	gene-CCDC97
CCDC9B	gene-CCDC9B
CCHCR1	gene-CCHCR1
CCKAR	gene-CCKAR
CCKBR	gene-CCKBR
CCL1	gene-CCL1
CCL13	gene-CCL13
CCL16	gene-CCL16
CCL17	gene-CCL17
CCL20	gene-CCL20
CCL22	gene-CCL22
CCL25	gene-CCL25
CCL27	gene-CCL27
CCL28	gene-CCL28
CCL3	gene-CCL3
CCL4	gene-CCL4
CCL5	gene-CCL5
CCL7	gene-CCL7
CCM2	gene-CCM2
CCN1	gene-CCN1
CCN2	gene-CCN2
CCN5	gene-CCN5
CCN6	gene-CCN6
CCNA1	gene-CCNA1
CCNA2	gene-CCNA2
CCNB1IP1	gene-CCNB1IP1
CCNB2	gene-CCNB2
CCNB3	gene-CCNB3
CCNC	gene-CCNC
CCND1	gene-CCND1
CCND2	gene-CCND2
CCND3	gene-CCND3
CCNDBP1	gene-CCNDBP1
CCNE1	gene-CCNE1
CCNE2	gene-CCNE2
CCNF	gene-CCNF
CCNG1	gene-CCNG1
CCNG2	gene-CCNG2
CCNH	gene-CCNH
CCNI	gene-CCNI
CCNJ	gene-CCNJ
CCNK	gene-CCNK
CCNL1	gene-CCNL1
CCNL2	gene-CCNL2
CCNO	gene-CCNO
CCNQ	gene-CCNQ
CCNT1	gene-CCNT1
CCNT2	gene-CCNT2
CCNY	gene-CCNY
CCNYL1	gene-CCNYL1
CCP110	gene-CCP110
CCPG1	gene-CCPG1
CCR1	gene-CCR1
CCR10	gene-CCR10
CCR2	gene-CCR2
CCR3	gene-CCR3
CCR4	gene-CCR4
CCR5	gene-CCR5
CCR6	gene-CCR6
CCR7	gene-CCR7
CCR9	gene-CCR9
CCRL2	gene-CCRL2
CCS	gene-CCS
CCSAP	gene-CCSAP
CCSER2	gene-CCSER2
CCT2	gene-CCT2
CCT3	gene-CCT3
CCT4	gene-CCT4
CCT5	gene-CCT5
CCT6A	gene-CCT6A
CCT6B	gene-CCT6B
CCT8	gene-CCT8
CD101	gene-CD101
CD109	gene-CD109
CD151	gene-CD151
CD160	gene-CD160
CD164	gene-CD164
CD164L2	gene-CD164L2
CD180	gene-CD180
CD19	gene-CD19
CD1A8	gene-CD1A8
CD1C	gene-CD1C
CD2	gene-CD2
CD200	gene-CD200
CD22	gene-CD22
CD226	gene-CD226
CD244	gene-CD244
CD27	gene-CD27
CD274	gene-CD274
CD276	gene-CD276
CD28	gene-CD28
CD2AP	gene-CD2AP
CD2BP2	gene-CD2BP2
CD300E	gene-CD300E
CD300LG	gene-CD300LG
CD302	gene-CD302
CD320	gene-CD320
CD34	gene-CD34
CD37	gene-CD37
CD38	gene-CD38
CD3D	gene-CD3D
CD3E	gene-CD3E
CD3G	gene-CD3G
CD4	gene-CD4
CD40	gene-CD40
CD40LG	gene-CD40LG
CD44	gene-CD44
CD47	gene-CD47
CD48	gene-CD48
CD5	gene-CD5
CD52	gene-CD52
CD53	gene-CD53
CD55	gene-CD55
CD58	gene-CD58
CD59	gene-CD59
CD6	gene-CD6
CD63	gene-CD63
CD68	gene-CD68
CD69	gene-CD69
CD7	gene-CD7
CD70	gene-CD70
CD72	gene-CD72
CD74	gene-CD74
CD79A	gene-CD79A
CD79B	gene-CD79B
CD80	gene-CD80
CD81	gene-CD81
CD82	gene-CD82
CD83	gene-CD83
CD84	gene-CD84
CD86	gene-CD86
CD8A	gene-CD8A
CD9	gene-CD9
CD96	gene-CD96
CD99L2	gene-CD99L2
CDA	gene-CDA
CDADC1	gene-CDADC1
CDAN1	gene-CDAN1
CDC123	gene-CDC123
CDC14A	gene-CDC14A
CDC14B	gene-CDC14B
CDC16	gene-CDC16
CDC20	gene-CDC20
CDC23	gene-CDC23
CDC25A	gene-CDC25A
CDC25B	gene-CDC25B
CDC25C	gene-CDC25C
CDC26	gene-CDC26
CDC27	gene-CDC27
CDC34	gene-CDC34
CDC37	gene-CDC37
CDC37L1	gene-CDC37L1
CDC40	gene-CDC40
CDC42	gene-CDC42
CDC42BPA	gene-CDC42BPA
CDC42BPB	gene-CDC42BPB
CDC42BPG	gene-CDC42BPG
CDC42EP2	gene-CDC42EP2
CDC42EP3	gene-CDC42EP3
CDC42SE1	gene-CDC42SE1
CDC42SE2	gene-CDC42SE2
CDC45	gene-CDC45
CDC5L	gene-CDC5L
CDC6	gene-CDC6
CDC7	gene-CDC7
CDC73	gene-CDC73
CDCA2	gene-CDCA2
CDCA3	gene-CDCA3
CDCA4	gene-CDCA4
CDCA5	gene-CDCA5
CDCA7L	gene-CDCA7L
CDCA8	gene-CDCA8
CDCP1	gene-CDCP1
CDH1	gene-CDH1
CDH11	gene-CDH11
CDH13	gene-CDH13
CDH17	gene-CDH17
CDH2	gene-CDH2
CDH20	gene-CDH20
CDH22	gene-CDH22
CDH23	gene-CDH23
CDH24	gene-CDH24
CDH3	gene-CDH3
CDH4	gene-CDH4
CDH5	gene-CDH5
CDH8	gene-CDH8
CDHR2	gene-CDHR2
CDHR4	gene-CDHR4
CDIN1	gene-CDIN1
CDIP1	gene-CDIP1
CDIPT	gene-CDIPT
CDK1	gene-CDK1
CDK10	gene-CDK10
CDK12	gene-CDK12
CDK13	gene-CDK13
CDK14	gene-CDK14
CDK15	gene-CDK15
CDK17	gene-CDK17
CDK18	gene-CDK18
CDK19	gene-CDK19
CDK2	gene-CDK2
CDK20	gene-CDK20
CDK2AP2	gene-CDK2AP2
CDK3	gene-CDK3
CDK4	gene-CDK4
CDK5	gene-CDK5
CDK5R1	gene-CDK5R1
CDK5RAP1	gene-CDK5RAP1
CDK5RAP2	gene-CDK5RAP2
CDK5RAP3	gene-CDK5RAP3
CDK6	gene-CDK6
CDK7	gene-CDK7
CDK8	gene-CDK8
CDK9	gene-CDK9
CDKAL1	gene-CDKAL1
CDKL1	gene-CDKL1
CDKL2	gene-CDKL2
CDKL3	gene-CDKL3
CDKL4	gene-CDKL4
CDKL5	gene-CDKL5
CDKN1A	gene-CDKN1A
CDKN1B	gene-CDKN1B
CDKN2AIP	gene-CDKN2AIP
CDKN2AIPNL	gene-CDKN2AIPNL
CDKN2C	gene-CDKN2C
CDKN2D	gene-CDKN2D
CDKN3	gene-CDKN3
CDNF	gene-CDNF
CDO1	gene-CDO1
CDON	gene-CDON
CDPF1	gene-CDPF1
CDR2	gene-CDR2
CDR2L	gene-CDR2L
CDS2	gene-CDS2
CDT1	gene-CDT1
CDV3	gene-CDV3
CDX2	gene-CDX2
CDYL	gene-CDYL
CDYL2	gene-CDYL2
CEACAM28	gene-CEACAM28
CEBPB	gene-CEBPB
CEBPG	gene-CEBPG
CEBPZ	gene-CEBPZ
CECR2	gene-CECR2
CEL	gene-CEL
CELA1	gene-CELA1
CELF1	gene-CELF1
CELF2	gene-CELF2
CELF4	gene-CELF4
CELSR1	gene-CELSR1
CELSR2	gene-CELSR2
CELSR3	gene-CELSR3
CEMIP	gene-CEMIP
CEMIP2	gene-CEMIP2
CENATAC	gene-CENATAC
CENPA	gene-CENPA
CENPB	gene-CENPB
CENPE	gene-CENPE
CENPF	gene-CENPF
CENPH	gene-CENPH
CENPI	gene-CENPI
CENPJ	gene-CENPJ
CENPK	gene-CENPK
CENPL	gene-CENPL
CENPM	gene-CENPM
CENPN	gene-CENPN
CENPO	gene-CENPO
CENPP	gene-CENPP
CENPQ	gene-CENPQ
CENPT	gene-CENPT
CENPU	gene-CENPU
CENPV	gene-CENPV
CENPW	gene-CENPW
CEP104	gene-CEP104
CEP112	gene-CEP112
CEP120	gene-CEP120
CEP128	gene-CEP128
CEP131	gene-CEP131
CEP135	gene-CEP135
CEP152	gene-CEP152
CEP162	gene-CEP162
CEP164	gene-CEP164
CEP170	gene-CEP170
CEP19	gene-CEP19
CEP192	gene-CEP192
CEP20	gene-CEP20
CEP250	gene-CEP250
CEP290	gene-CEP290
CEP295	gene-CEP295
CEP350	gene-CEP350
CEP41	gene-CEP41
CEP43	gene-CEP43
CEP44	gene-CEP44
CEP55	gene-CEP55
CEP57	gene-CEP57
CEP57L1	gene-CEP57L1
CEP63	gene-CEP63
CEP68	gene-CEP68
