sampleName	Breed/Type	Category	BIOSAMID	runID	sampleName2	sampleName3	sampleName4	Source	AlignmentCenter	Note	inVCF	inAnalyzedSNV	inAnalyzedCNV	effectiveAutosomalMeanCoverage	Sex
BELS000002	Belgian Sheepdog	Breed_Dogs	SAMN15625733	SRR12330081	FAM007152	31144		NHGRI	Michigan		YES	TRUE	TRUE	18.62	Female
BELS000003	Belgian Sheepdog	Breed_Dogs	SAMN20151397	SRR15100182	BPG023	FAM005245		Helsinki	Helsinki		YES	TRUE	TRUE	22.04	Male
BERG000001	Bergamasco Sheepdog	Breed_Dogs	SAMN21036235	SRR15734691	BMH001	FAM005397		Bern	Bern		YES	TRUE	TRUE	16.98	Female
BERG000002	Bergamasco Sheepdog	Breed_Dogs	SAMN21036236	SRR15734690	BMH004	FAM005398		Bern	Bern		YES	TRUE	TRUE	17.06	Female
BERG000003	Bergamasco Sheepdog	Breed_Dogs	SAMN21036237	SRR15734689	BMH005	FAM005399		Bern	Bern		YES	TRUE	TRUE	18.11	Female
BERG000004	Bergamasco Sheepdog	Breed_Dogs	SAMN21036238	SRR15734688	BMH007	FAM005400		Bern	Bern		YES	TRUE	TRUE	17.12	Female
BERG000005	Bergamasco Sheepdog	Breed_Dogs	SAMN21036239	SRR15734686	BMH010	FAM005401		Bern	Bern		YES	TRUE	TRUE	18.01	Male
BERG000006	Bergamasco Sheepdog	Breed_Dogs	SAMN21036240	SRR15734685	BMH011	FAM005402		Bern	Bern		YES	TRUE	TRUE	18.06	Female
BFDB000001	Basset Fauve de Bretagne	Breed_Dogs	SAMN20151373	SRR15100208	BB086	FAM005221		Helsinki	Helsinki		YES	TRUE	TRUE	18.38	Female
BFDB000002	Basset Fauve de Bretagne	Breed_Dogs	SAMN20151374	SRR15100207	BB096	FAM005222		Helsinki	Helsinki		YES	TRUE	TRUE	21.48	Male
BFDB000003	Basset Fauve de Bretagne	Breed_Dogs	SAMN20151375	SRR15100206	BB097	FAM005223		Helsinki	Helsinki		YES	TRUE	TRUE	21.14	Female
BFDB000004	Unknown	Breed_Dogs	SAMN19522751	SRR14750510	FAM005912	2-ADN11231		Rennes	Michigan		YES	FALSE	FALSE	18.87	Male
BFDB000005	Basset Fauve de Bretagne	Breed_Dogs	SAMN19522752	SRR14750512	FAM006550	2-ADN633_1		Rennes	Michigan		YES	TRUE	TRUE	18.24	Male
BFDB000006	Basset Fauve de Bretagne	Breed_Dogs	SAMN19522753	SRR14750513	FAM006562	2-ADN7079		Rennes	Michigan		YES	TRUE	TRUE	18.13	Female
BGBA000001	Blue Gascony Griffon	Breed_Dogs	SAMN19522754	SRR14750514	FAM006523	3-ADN4158		Rennes	Michigan		YES	TRUE	TRUE	19	Female
BGGR000001	Blue Gascony Griffon	Breed_Dogs	SAMN19522755	SRR14750515	FAM005966	3-ADN1388		Rennes	Michigan		YES	TRUE	TRUE	20.38	Male
BGGR000002	Blue Gascony Griffon	Breed_Dogs	SAMN19522756	SRR14750516	FAM005993	3-ADN2670		Rennes	Michigan		YES	TRUE	TRUE	19.5	Male
BHSP000001	Bohemian Shepherd	Breed_Dogs	SAMN20151447	SRR15100275	CP004A1	FAM005295		Helsinki	Helsinki		YES	TRUE	TRUE	18.86	Female
BHSP000002	Bohemian Shepherd	Breed_Dogs	SAMN20151448	SRR15100274	CP007A1	FAM005296		Helsinki	Helsinki		YES	TRUE	TRUE	18.66	Female
BHSP000003	Bohemian Shepherd	Breed_Dogs	SAMN20151449	SRR15100273	CP011A1	FAM005297		Helsinki	Helsinki		YES	TRUE	TRUE	19.88	Female
BHSP000004	Bohemian Shepherd	Breed_Dogs	SAMN20151450	SRR15100272	CP014A1	FAM005298		Helsinki	Helsinki		YES	TRUE	TRUE	21.46	Female
BHSP000005	Bohemian Shepherd	Breed_Dogs	SAMN20151451	SRR15100271	CP018A1	FAM005299		Helsinki	Helsinki		YES	TRUE	TRUE	21.97	Male
BHSP000006	Bohemian Shepherd	Breed_Dogs	SAMN20151452	SRR15100270	CP020A1	FAM005300		Helsinki	Helsinki		YES	TRUE	TRUE	20.88	Male
BICH000001	Bichon Frise	Breed_Dogs	SAMN15625734	SRR12330080	FAM007034	974		NHGRI	Michigan		YES	TRUE	TRUE	18.24	Female
BICH000002	Bichon Frise	Breed_Dogs	SAMN15625735	SRR12330079	FAM007082	13125		NHGRI	Michigan		YES	TRUE	TRUE	19.15	Female
BICH000003	Bichon Frise	Breed_Dogs	SAMN15625736	SRR12330078	FAM007085	13198		NHGRI	Michigan		YES	TRUE	TRUE	17.86	Female
BICH000004	Bichon Frise	Breed_Dogs	SAMN20151386	SRR15100194	BIF470	FAM005234		Helsinki	Helsinki		YES	TRUE	TRUE	21.72	Male
BICH000005	Bichon Frise	Breed_Dogs	SAMN20151387	SRR15100193	BIF548	FAM005235		Helsinki	Helsinki		YES	TRUE	TRUE	20.28	Female
BICH000006	Havanese	Breed_Dogs	SAMN19522757	SRR14750517	FAM006515	2-ADN3971		Rennes	Michigan		YES	TRUE	TRUE	18.17	Male
BICH000007	Bichon Frise	Breed_Dogs	SAMN19522758	SRR14750518	FAM005905	2-ADN1085		Rennes	Michigan		YES	TRUE	TRUE	18.94	Male
BILL000001	Billy	Breed_Dogs	SAMN19522759	SRR14750519	FAM005926	2-ADN11992		Rennes	Michigan		YES	TRUE	TRUE	17.11	Male
BILL000002	Billy	Breed_Dogs	SAMN19522760	SRR14750520	FAM006568	2-ADN7741		Rennes	Michigan		YES	TRUE	TRUE	19.24	Male
BLDH000001	Bloodhound	Breed_Dogs	SAMN21035064	SRR16048795	VIH002A1	FAM005870		Helsinki	Helsinki		YES	TRUE	TRUE	17.86	Male
BLDH000002	Bloodhound	Breed_Dogs	SAMN21035065	SRR16048784	VIH010A1	FAM005871		Helsinki	Helsinki		YES	TRUE	TRUE	20.66	Male
BLDH000003	Bloodhound	Breed_Dogs	SAMN19522761	SRR14750521	FAM005952	2-ADN13199		Rennes	Michigan		YES	TRUE	TRUE	18.76	Male
BLDH000004	Bloodhound	Breed_Dogs	SAMN19522762	SRR14750523	FAM006615	3-ADNPR3987		Rennes	Michigan		YES	TRUE	TRUE	18.16	Male
BLNK000001	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21036255	SRR15734675	BZ016	FAM005482		Bern	Bern		YES	TRUE	TRUE	18.52	Male
BLNK000002	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21036256	SRR15734674	BZ017	FAM005483		Bern	Bern		YES	TRUE	TRUE	20.14	Female
BLNK000003	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21036257	SRR15734673	BZ023	FAM005484		Bern	Bern		YES	TRUE	TRUE	18.35	Female
BLNK000004	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21036258	SRR15734672	BZ028	FAM005485		Bern	Bern		YES	TRUE	TRUE	17.85	Female
BLNK000005	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21035066	SRR16048773	VB002A1	FAM005864		Helsinki	Helsinki		YES	TRUE	TRUE	20.18	Male
BLNK000006	Russian Tsvetnaya Bolonka	Breed_Dogs	SAMN21035067	SRR16048762	VB004A1	FAM005865		Helsinki	Helsinki		YES	TRUE	TRUE	22.37	Male
BLPS000001	Blue Picardy Spaniel	Breed_Dogs	SAMN21035068	SRR16048751	SPS005A1	FAM006782		Helsinki	Helsinki		YES	TRUE	TRUE	17.49	Male
BLPS000002	Blue Picardy Spaniel	Breed_Dogs	SAMN21035069	SRR16048737	SPS008A1	FAM006783		Helsinki	Helsinki		YES	TRUE	TRUE	17.74	Male
BLPS000003	Blue Picardy Spaniel	Breed_Dogs	SAMN21035070	SRR16048725	SPS009A1	FAM006784		Helsinki	Helsinki		YES	TRUE	TRUE	19.01	Male
BLUE000001	Bluetick Coonhound	Breed_Dogs	SAMN29845196	SRR20326575	FAM007432	20859		Cornell	Uppsala		YES	TRUE	TRUE	19.05	Male
BLUE000002	Bluetick Coonhound	Breed_Dogs	SAMN29845197	SRR20326560	FAM007433	14323		Cornell	Uppsala		YES	TRUE	TRUE	20.06	Female
BLUE000003	Unknown	Breed_Dogs	SAMN29845198	SRR20326321	FAM007434	11335		Cornell	Uppsala		YES	FALSE	FALSE	19.92	Male
BMAL000001	Belgian Malinois	Breed_Dogs	SAMN15625737	SRR12330077	FAM007314	24233		NHGRI	Uppsala		YES	TRUE	TRUE	19.73	Female
BMAL000002	Belgian Malinois	Breed_Dogs	SAMN15625738	SRR12330076	FAM007222	25490		NHGRI	Michigan		YES	TRUE	TRUE	18.37	Male
BMAL000003	Belgian Malinois	Breed_Dogs	SAMN21036375	SRR15734648	CRR033510	MA325	FAM005607	Bern	Bern	sample swap fixed	YES	TRUE	TRUE	19.55	Male
BMAL000004	Belgian Malinois	Breed_Dogs	SAMN20151400	SRR15100179	BPM224	FAM005248		Helsinki	Helsinki		YES	TRUE	TRUE	17.6	Female
BMSH000001	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21036222	SRR15734705	BG029	FAM005557		Bern	Bern		YES	TRUE	TRUE	18.43	Male
BMSH000002	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21036223	SRR15734704	BG054	FAM005558		Bern	Bern		YES	TRUE	TRUE	18.77	Female
BMSH000003	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21036224	SRR15734703	BG067	FAM005559		Bern	Bern		YES	TRUE	TRUE	18.68	Male
BMSH000004	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21036225	SRR15734702	BG139	FAM005560		Bern	Bern		YES	TRUE	TRUE	18.41	Female
BMSH000005	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21035071	SRR16048713	BVV001A1	FAM006685		Helsinki	Helsinki		YES	TRUE	TRUE	16.71	Male
BMSH000006	Bavarian Mountain Scent Hound	Breed_Dogs	SAMN21035072	SRR16048702	BVV002A1	FAM006686		Helsinki	Helsinki		YES	TRUE	TRUE	19.49	Female
BODA000001	Bouvier des Ardennes	Breed_Dogs	SAMN20151376	SRR15100205	BDA001	FAM005224		Helsinki	Helsinki		YES	TRUE	TRUE	19.14	Female
BOER000001	Boerboel	Breed_Dogs	SAMN15625739	SRR12330075	FAM007318	21873		NHGRI	Uppsala		YES	TRUE	TRUE	17.71	Female
BOER000002	Boerboel	Breed_Dogs	SAMN15625740	SRR12330074	FAM007319	33148		NHGRI	Uppsala		YES	TRUE	TRUE	20.01	Male
BOER000003	Boerboel	Breed_Dogs	SAMN29845199	SRR20326434	FAM007435	3903		Cornell	Uppsala		YES	TRUE	TRUE	18.75	Female
BOER000004	Boerboel	Breed_Dogs	SAMN29845200	SRR20326278	FAM007436	7004		Cornell	Uppsala		YES	TRUE	TRUE	18.55	Male
BOER000005	Boerboel	Breed_Dogs	SAMN29845201	SRR20326267	FAM007437	10784		Cornell	Uppsala		NO	FALSE	FALSE	18.86	Male
BOLO000001	Bolognese	Breed_Dogs	SAMN21035073	SRR16048691	BOL006A1	FAM006680		Helsinki	Helsinki		NO	FALSE	FALSE	17.67	Female
BOLO000002	Bolognese	Breed_Dogs	SAMN21035074	SRR16048680	BOL014A1	FAM006681		Helsinki	Helsinki		YES	TRUE	TRUE	17.56	Female
BOLO000003	Bolognese	Breed_Dogs	SAMN21035075	SRR16048669	BOL017A1	FAM006682		Helsinki	Helsinki		YES	TRUE	TRUE	16.27	Female
BOLO000004	Bolognese	Breed_Dogs	SAMN21035076	SRR16048658	BOL020A1	FAM006683		Helsinki	Helsinki		YES	TRUE	TRUE	21.14	Male
BOLO000005	Bolognese	Breed_Dogs	SAMN21035077	SRR16048619	BOL022A1	FAM006684		Helsinki	Helsinki		YES	TRUE	TRUE	18.47	Female
BOLO000006	Bolognese	Breed_Dogs	SAMN21035078	SRR16048608	BOL016A1	FAM006816		Helsinki	Helsinki		YES	TRUE	TRUE	22.52	Male
BOPD000001	Bourbonnais Pointing Dog	Breed_Dogs	SAMN21035079	SRR16048597	BBS001A1	FAM006675		Helsinki	Helsinki		YES	TRUE	TRUE	20.15	Female
BOPD000002	Bourbonnais Pointing Dog	Breed_Dogs	SAMN21035080	SRR16048558	BBS004A1	FAM006676		Helsinki	Helsinki		YES	TRUE	TRUE	23.33	Male
BOPD000003	Bourbonnais Pointing Dog	Breed_Dogs	SAMN21035081	SRR16048546	BBS005A1	FAM006677		Helsinki	Helsinki		YES	TRUE	TRUE	17.23	Female
BOPD000004	Bourbonnais Pointing Dog	Breed_Dogs	SAMN21035082	SRR16048535	BBS006A1	FAM006678		Helsinki	Helsinki		YES	TRUE	TRUE	17.53	Female
BOPD000005	Bourbonnais Pointing Dog	Breed_Dogs	SAMN21035083	SRR16048524	BBS007A1	FAM006679		Helsinki	Helsinki		NO	FALSE	FALSE	19.88	Male
BOPD000006	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522763	SRR14750524	FAM005962	3-ADN1381		Rennes	Michigan		YES	TRUE	TRUE	20.36	Female
BOPD000007	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522764	SRR14750525	FAM006581	4-ADN85_1		Rennes	Michigan		YES	TRUE	TRUE	19.88	Male
BOPD000008	Bourbonnais Pointing Dog	Breed_Dogs	SAMN19522765	SRR14750526	FAM006589	5-ADN89_1		Rennes	Michigan		YES	TRUE	TRUE	17.42	Female
BOST000001	Boston Terrier	Breed_Dogs	SAMN21036241	SRR15734684	BN019	FAM005561		Bern	Bern		YES	TRUE	TRUE	19.03	Female
BOST000002	Boston Terrier	Breed_Dogs	SAMN20151393	SRR15100186	BOS011	FAM005241		Helsinki	Helsinki		YES	TRUE	TRUE	17.78	Male
BOST000003	Boston Terrier	Breed_Dogs	SAMN20151394	SRR15100185	BOS034	FAM005242		Helsinki	Helsinki		YES	TRUE	TRUE	20.6	Male
BOUV000001	Bouvier des Flandres	Breed_Dogs	SAMN15625741	SRR12330072	FAM007095	15380		NHGRI	Michigan		YES	TRUE	TRUE	20.87	Male
BOUV000002	Bouvier des Flandres	Breed_Dogs	SAMN15625742	SRR12330071	FAM007105	22254		NHGRI	Michigan		YES	TRUE	TRUE	20.31	Male
BOXR000001	Boxer	Breed_Dogs	SAMN15625743	SRR12330070	FAM007214	21522		NHGRI	Michigan		YES	TRUE	TRUE	21.91	Female
BOXR000002	Boxer	Breed_Dogs	SAMN15625744	SRR12330069	FAM007236	27749		NHGRI	Michigan		YES	TRUE	TRUE	20.22	Male
BOXR000003	Boxer	Breed_Dogs	SAMN21036275	SRR15734886	DB004	FAM005489		Bern	Bern		YES	TRUE	TRUE	17.54	Female
BOXR000004	Boxer	Breed_Dogs	SAMN20151369	SRR15100213	B376	FAM005217		Helsinki	Helsinki		YES	TRUE	TRUE	17.58	Male
BOXR000005	Boxer	Breed_Dogs	SAMN20151370	SRR15100212	B413	FAM005218		Helsinki	Helsinki		YES	TRUE	TRUE	21.83	Male
BOYK000001	Boykin Spaniel	Breed_Dogs	SAMN15625745	SRR12330068	FAM007320	9911		NHGRI	Uppsala		YES	TRUE	TRUE	16.71	Male
BOYK000002	Boykin Spaniel	Breed_Dogs	SAMN15625746	SRR12330067	FAM007063	9997		NHGRI	Michigan		YES	TRUE	TRUE	20.55	Male
BOYK000003	Boykin Spaniel	Breed_Dogs	SAMN15625747	SRR12330066	FAM007064	9998		NHGRI	Michigan		YES	TRUE	TRUE	20.83	Male
BOYK000004	Boykin Spaniel	Breed_Dogs	SAMN15625748	SRR12330065	FAM007321	10012		NHGRI	Uppsala		YES	TRUE	TRUE	16.44	Female
BOYK000005	Boykin Spaniel	Breed_Dogs	SAMN15625749	SRR12330064	FAM007065	10013		NHGRI	Michigan		YES	TRUE	TRUE	19.79	Male
BRAC000001	Bracco Italiano	Breed_Dogs	SAMN20151407	SRR15100171	BRI002	FAM005255		Helsinki	Helsinki		YES	TRUE	TRUE	22.11	Female
BRAC000002	Bracco Italiano	Breed_Dogs	SAMN20151408	SRR15100170	BRI004	FAM005256		Helsinki	Helsinki		YES	TRUE	TRUE	16.98	Female
BRAC000003	Bracco Italiano	Breed_Dogs	SAMN20151409	SRR15100169	BRI005	FAM005257		Helsinki	Helsinki		YES	TRUE	TRUE	18.91	Female
BRAC000004	Bracco Italiano	Breed_Dogs	SAMN20151410	SRR15100168	BRI011	FAM005258		Helsinki	Helsinki		YES	TRUE	TRUE	20.8	Male
BRAC000005	Bracco Italiano	Breed_Dogs	SAMN20151411	SRR15100167	BRI015	FAM005259		Helsinki	Helsinki		YES	TRUE	TRUE	19.26	Male
BRAC000006	Bracco Italiano	Breed_Dogs	SAMN20151412	SRR15100166	BRI017	FAM005260		Helsinki	Helsinki		YES	TRUE	TRUE	19.62	Female
BRBT000001	Barbet	Breed_Dogs	SAMN21036210	SRR15734712	BA038	FAM005555		Bern	Bern		YES	TRUE	TRUE	19.54	Male
BRBT000002	Barbet	Breed_Dogs	SAMN21036211	SRR15734711	BA073	FAM005556		Bern	Bern		YES	TRUE	TRUE	18.27	Male
BRBT000003	Barbet	Breed_Dogs	SAMN20151371	SRR15100211	BAR156	FAM005219		Helsinki	Helsinki		YES	TRUE	TRUE	19.65	Female
BRBT000004	Barbet	Breed_Dogs	SAMN20151372	SRR15100210	BAR447	FAM005220		Helsinki	Helsinki		YES	TRUE	TRUE	22.64	Female
BRBT000005	Barbet	Breed_Dogs	SAMN19522766	SRR14750527	FAM005938	2-ADN12527		Rennes	Michigan		YES	TRUE	TRUE	17.31	Female
BRBT000006	Barbet	Breed_Dogs	SAMN19522767	SRR14750528	FAM005939	2-ADN12528		Rennes	Michigan		YES	TRUE	TRUE	16.87	Female
BRFR000001	Braques Francais	Breed_Dogs	SAMN19522768	SRR14750529	FAM005902	3-ADN10715		Rennes	Michigan		YES	TRUE	TRUE	19.15	Female
BRFR000002	Braques Francais	Breed_Dogs	SAMN19522769	SRR14750530	FAM005986	3-ADN2281		Rennes	Michigan		YES	TRUE	TRUE	18.89	Male
BRFR000003	Braques Francais	Breed_Dogs	SAMN19522770	SRR14750531	FAM006507	3-ADN3499		Rennes	Michigan		YES	TRUE	TRUE	19.28	Male
BRFR000004	Braques Francais	Breed_Dogs	SAMN19522771	SRR14750532	FAM006522	3-ADN4103		Rennes	Michigan		YES	TRUE	TRUE	18.64	Male
BRFR000005	Braques Francais	Breed_Dogs	SAMN19522772	SRR14750534	FAM006587	3-ADN8787		Rennes	Michigan		YES	TRUE	TRUE	28.02	Male
BRGV000001	Briquet Griffon Vendeen	Breed_Dogs	SAMN19522773	SRR14750535	FAM005903	3-ADN1083		Rennes	Michigan		YES	TRUE	TRUE	17.39	Male
BRGV000002	Briquet Griffon Vendeen	Breed_Dogs	SAMN19522774	SRR14750536	FAM005996	3-ADN3012		Rennes	Michigan		YES	TRUE	TRUE	18.58	Male
BRHM000001	Broholmer	Breed_Dogs	SAMN20151413	SRR15100164	BRO003	FAM005261		Helsinki	Helsinki		YES	TRUE	TRUE	21.76	Male
BRHM000002	Broholmer	Breed_Dogs	SAMN20151414	SRR15100163	BRO004	FAM005262		Helsinki	Helsinki		YES	TRUE	TRUE	22.03	Female
BRHM000003	Broholmer	Breed_Dogs	SAMN20151415	SRR15100162	BRO017	FAM005263		Helsinki	Helsinki		YES	TRUE	TRUE	22.66	Female
BRHM000004	Broholmer	Breed_Dogs	SAMN20151416	SRR15100161	BRO032	FAM005264		Helsinki	Helsinki		YES	TRUE	TRUE	17.41	Female
BRHM000005	Broholmer	Breed_Dogs	SAMN20151417	SRR15100160	BRO045	FAM005265		Helsinki	Helsinki		YES	TRUE	TRUE	18.98	Female
BRHM000006	Broholmer	Breed_Dogs	SAMN20151418	SRR15100159	BRO047	FAM005266		Helsinki	Helsinki		YES	TRUE	TRUE	20.69	Male
BRIA000001	Briard	Breed_Dogs	SAMN15625750	SRR12330063	FAM007094	15126		NHGRI	Michigan		YES	TRUE	TRUE	17.33	Female
BRIA000002	Briard	Breed_Dogs	SAMN15625751	SRR12330061	FAM007101	20209		NHGRI	Michigan		YES	TRUE	TRUE	17.96	Female
BRIA000003	Briard	Breed_Dogs	SAMN15625752	SRR12330060	FAM007102	20268		NHGRI	Michigan		YES	TRUE	TRUE	18.91	Female
BRIA000004	Briard	Breed_Dogs	SAMN21036242	SRR15734683	BR020	FAM005481		Bern	Bern		YES	TRUE	TRUE	19.42	Female
BRIA000005	Briard	Breed_Dogs	SAMN20151403	SRR15100175	BR082	FAM005251		Helsinki	Helsinki		YES	TRUE	TRUE	20.96	Male
BRIA000006	Briard	Breed_Dogs	SAMN19522775	SRR14750537	FAM005941	2-ADN12571		Rennes	Michigan		YES	TRUE	TRUE	16.46	Female
BRIA000007	Briard	Breed_Dogs	SAMN19522776	SRR14750538	FAM006536	2-ADN5010		Rennes	Michigan		NO	FALSE	FALSE	19.77	Female
BRIT000001	Brittany	Breed_Dogs	SAMN15625753	SRR12330059	FAM007322	12726		NHGRI	Uppsala		YES	TRUE	TRUE	16.52	Female
BRIT000002	Brittany	Breed_Dogs	SAMN15625754	SRR12330058	FAM007174	33265		NHGRI	Michigan		YES	TRUE	TRUE	19.83	Male
BRIT000003	Brittany	Breed_Dogs	SAMN20151404	SRR15100174	BRE002	FAM005252		Helsinki	Helsinki		YES	TRUE	TRUE	18.21	Male
BRIT000004	Brittany	Breed_Dogs	SAMN20151405	SRR15100173	BRE010	FAM005253		Helsinki	Helsinki		YES	TRUE	TRUE	19.73	Male
BRIT000005	Brittany	Breed_Dogs	SAMN20151406	SRR15100172	BRE032	FAM005254		Helsinki	Helsinki		YES	TRUE	TRUE	20.62	Female
BRIT000006	Brittany	Breed_Dogs	SAMN19522777	SRR14750539	FAM005918	2-ADN11518		Rennes	Michigan		YES	TRUE	TRUE	19.91	Female
BRIT000007	Brittany	Breed_Dogs	SAMN19522778	SRR14750540	FAM005950	2-ADN12874		Rennes	Michigan		YES	TRUE	TRUE	17.53	Male
BRIT000008	Brittany	Breed_Dogs	SAMN19522779	SRR14750389	FAM006513	2-ADN3952		Rennes	Michigan		YES	TRUE	TRUE	18.15	Male
BRJH000001	Bruno Jura Hound	Breed_Dogs	SAMN19522780	SRR14750390	FAM005909	2-ADN1103		Rennes	Michigan		YES	TRUE	TRUE	20.6	Male
BRJH000002	Bloodhound	Breed_Dogs	SAMN19522781	SRR14750391	FAM005956	2-ADN13524		Rennes	Michigan		YES	TRUE	TRUE	17.69	Male
BRJH000003	Bruno Jura Hound	Breed_Dogs	SAMN19522782	SRR14750393	FAM005961	2-ADN13804		Rennes	Michigan		YES	TRUE	TRUE	19.18	Male
BRJH000004	Bruno Jura Hound	Breed_Dogs	SAMN19522783	SRR14750394	FAM005981	2-ADN2110		Rennes	Michigan		YES	TRUE	TRUE	18.09	Male
BRJH000005	Bruno Jura Hound	Breed_Dogs	SAMN19522784	SRR14750395	FAM005995	2-ADN2828		Rennes	Michigan		YES	TRUE	TRUE	20.51	Female
BRJH000006	Bruno Jura Hound	Breed_Dogs	SAMN19522785	SRR14750396	FAM006524	2-ADN4175		Rennes	Michigan		YES	TRUE	TRUE	19.37	Male
BRMD000001	Bernese Mountain Dog	Breed_Dogs	SAMN15625755	SRR12330057	FAM007293	33589		NHGRI	Michigan		YES	TRUE	TRUE	20.49	Female
BRMD000002	Bernese Mountain Dog	Breed_Dogs	SAMN15625756	SRR12330056	FAM007316	34297		NHGRI	Uppsala		YES	TRUE	TRUE	16.37	Female
BRMD000003	Bernese Mountain Dog	Breed_Dogs	SAMN21036248	SRR15734682	BS588	FAM005562		Bern	Bern		YES	TRUE	TRUE	20.83	Female
BRMD000004	Bernese Mountain Dog	Breed_Dogs	SAMN19522786	SRR14750397	FAM006599	2-ADN9481		Rennes	Michigan		YES	TRUE	TRUE	20.41	Female
BRMD000005	Bernese Mountain Dog	Breed_Dogs	SAMN21036244	SRR16289019	BS339	FAM004618		Bern	Uppsala		YES	TRUE	TRUE	20.82	Male
BRMD000006	Bernese Mountain Dog	Breed_Dogs	SAMN21036245	SRR16289018	BS379	FAM004619		Bern	Uppsala		YES	TRUE	TRUE	27.04	Male
BRMD000007	Bernese Mountain Dog	Breed_Dogs	SAMN21036246	SRR16289017	BS397	FAM004620		Bern	Uppsala		YES	TRUE	TRUE	24.38	Female
BRMD000008	Bernese Mountain Dog	Breed_Dogs	SAMN21036247	SRR16289016	BS399	FAM004621		Bern	Uppsala		YES	TRUE	TRUE	18.22	Female
BRMD000009	Bernese Mountain Dog	Breed_Dogs	SAMN21036249	SRR16289015	BS652	FAM004622		Bern	Uppsala		YES	TRUE	TRUE	17.76	Female
BRMD000010	Bernese Mountain Dog	Breed_Dogs	SAMN21036243	SRR16289020	BS1716	FAM004623		Bern	Uppsala		YES	TRUE	TRUE	24.8	Female
BRTR000001	Black Russian Terrier	Breed_Dogs	SAMN21036501	SRR15734763	ST001	FAM005457		Bern	Bern		YES	TRUE	TRUE	20.17	Female
BRTR000002	Black Russian Terrier	Breed_Dogs	SAMN21035084	SRR16048513	MT038A1	FAM005701		Helsinki	Helsinki		YES	TRUE	TRUE	20.19	Male
BRTR000003	Black Russian Terrier	Breed_Dogs	SAMN21035085	SRR16048446	MT051A1	FAM005702		Helsinki	Helsinki		YES	TRUE	TRUE	17.6	Male
BRTR000004	Black Russian Terrier	Breed_Dogs	SAMN21035086	SRR16048889	MT065A1	FAM005703		Helsinki	Helsinki		YES	TRUE	TRUE	18.22	Female
BRTR000005	Black Russian Terrier	Breed_Dogs	SAMN21035087	SRR16048883	MT071A1	FAM005704		Helsinki	Helsinki		YES	TRUE	TRUE	18.89	Male
BRUS000001	Brussels Griffon	Breed_Dogs	SAMN15625757	SRR12330055	FAM007324	3036		NHGRI	Uppsala		YES	TRUE	TRUE	17.9	Male
BRUS000002	Brussels Griffon	Breed_Dogs	SAMN15625758	SRR12330054	FAM007187	6033		NHGRI	Michigan		YES	TRUE	TRUE	18.06	Female
BRUS000003	Brussels Griffon	Breed_Dogs	SAMN15625759	SRR12330053	FAM007189	6692		NHGRI	Michigan		YES	TRUE	TRUE	20.38	Female
BRUS000004	Brussels Griffon	Breed_Dogs	SAMN15625760	SRR12330052	FAM007210	15571		NHGRI	Michigan		YES	TRUE	TRUE	18.51	Female
BRUS000005	Brussels Griffon	Breed_Dogs	SAMN15625761	SRR12330050	FAM007213	21511		NHGRI	Michigan		YES	TRUE	TRUE	19.62	Female
BRUS000006	Brussels Griffon	Breed_Dogs	SAMN15625762	SRR12330049	FAM007250	31228		NHGRI	Michigan		YES	TRUE	TRUE	17.46	Male
BRUS000007	Brussels Griffon	Breed_Dogs	SAMN21035088	SRR16048882	GRI080A1	FAM005346		Helsinki	Helsinki		YES	TRUE	TRUE	18.17	Female
BRZT000001	Brazilian Terrier	Breed_Dogs	SAMN20151419	SRR15100158	BRT238	FAM005267		Helsinki	Helsinki		YES	TRUE	TRUE	19.46	Female
BRZT000002	Brazilian Terrier	Breed_Dogs	SAMN20151420	SRR15100157	BRT243	FAM005268		Helsinki	Helsinki		YES	TRUE	TRUE	20.96	Male
BRZT000003	Brazilian Terrier	Breed_Dogs	SAMN20151421	SRR15100156	BRT245	FAM005269		Helsinki	Helsinki		YES	TRUE	TRUE	20.38	Male
BRZT000004	Brazilian Terrier	Breed_Dogs	SAMN20151422	SRR15100155	BRT246	FAM005270		Helsinki	Helsinki		YES	TRUE	TRUE	23.48	Female
BRZT000005	Brazilian Terrier	Breed_Dogs	SAMN19522787	SRR14750398	FAM005980	2-ADN2105		Rennes	Michigan		YES	TRUE	TRUE	18.46	Male
BRZT000006	Brazilian Terrier	Breed_Dogs	SAMN19522788	SRR14750399	FAM006561	2-ADN6960		Rennes	Michigan		YES	TRUE	TRUE	19.25	Male
BTAN000001	Black and Tan Coonhound	Breed_Dogs	SAMN21035089	SRR16048881	UPO001A1	FAM005848		Helsinki	Helsinki		YES	TRUE	TRUE	19.07	Male
